uf,localidade,faixa_inicio,faixa_fim,situacao,tipo_faixa
SC,Turvo,88930-000,88934-999,Não codificada por logradouros,Total do município
SC,União do Oeste,89845-000,89847-999,Não codificada por logradouros,Total do município
SC,Urubici,88650-000,88657-999,Não codificada por logradouros,Total do município
SC,Urupema,88625-000,88639-999,Não codificada por logradouros,Total do município
SC,Urussanga,88840-000,88844-999,Não codificada por logradouros,Total do município
SC,Vargeão,89690-000,89693-999,Não codificada por logradouros,Total do município
SC,Vargem,89638-000,89639-999,Não codificada por logradouros,Total do município
SC,Vargem Bonita,89675-000,89676-999,Não codificada por logradouros,Total do município
SC,Vidal Ramos,88443-000,88444-999,Não codificada por logradouros,Total do município
SC,Videira,89560-001,89569-999,Codificado por logradouros,Total do município
SC,Videira,89560-001,89567-999,Codificada por logradouros,Exclusiva da sede urbana
SC,Vitor Meireles,89148-000,89149-999,Não codificada por logradouros,Total do município
SC,Witmarsum,89157-000,89159-999,Não codificada por logradouros,Total do município
SC,Xanxerê,89820-000,89823-999,Não codificada por logradouros,Total do município
SC,Xavantina,89780-000,89789-999,Não codificada por logradouros,Total do município
SC,Xaxim,89825-000,89827-999,Não codificada por logradouros,Total do município
SC,Zortéa,89633-000,89633-999,Não codificada por logradouros,Total do município
SP,Adamantina,17800-000,17809-999,Codificado por logradouros,Total do município
SP,Adamantina,17800-001,17809-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Adolfo,15230-000,15239-999,Codificado por logradouros,Total do município
SP,Adolfo,15230-001,15239-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Aguaí,13860-001,13869-999,Codificado por logradouros,Total do município
SP,Aguaí,13860-001,13869-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Águas da Prata,13890-000,13899-999,Codificado por logradouros,Total do município
SP,Águas da Prata,13890-001,13894-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Águas da Prata,13895-001,13899-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Águas de Lindóia,13940-000,13949-999,Codificado por logradouros,Total do município
SP,Águas de Lindóia,13940-001,13949-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Águas de Santa Bárbara,18770-000,18774-999,Codificado por logradouros,Total do município
SP,Águas de Santa Bárbara,18770-001,18774-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Águas de São Pedro,13525-001,13529-999,Codificado por logradouros,Total do município
SP,Águas de São Pedro,13528-001,13529-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Agudos,17120-001,17149-999,Codificado por logradouros,Total do município
SP,Agudos,17120-001,17139-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Alambari,18220-000,18224-999,Codificado por logradouros,Total do município
SP,Alambari,18220-001,18223-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Alfredo Marcondes,19180-000,19189-999,Codificado por logradouros,Total do município
SP,Alfredo Marcondes,19180-001,19184-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Altair,15430-000,15439-999,Codificado por logradouros,Total do município
SP,Altair,15430-001,15434-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Altinópolis,14350-000,14389-999,Codificado por logradouros,Total do município
SP,Altinópolis,14350-001,14359-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Alto Alegre,16310-000,16339-999,Codificado por logradouros,Total do município
SP,Alto Alegre,16310-001,16325-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Alumínio,18125-000,18129-999,Codificado por logradouros,Total do município
SP,Alumínio,18125-001,18129-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Álvares Florence,15540-000,15549-999,Codificado por logradouros,Total do município
SP,Álvares Florence,15540-001,15544-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Álvares Machado,19160-000,19179-999,Codificado por logradouros,Total do município
SP,Álvares Machado,19160-001,19164-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Álvares Machado,19165-001,19169-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Álvaro de Carvalho,17410-001,17419-999,Codificado por logradouros,Total do município
SP,Álvaro de Carvalho,17410-001,17419-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Alvinlândia,17430-001,17439-999,Codificado por logradouros,Total do município
SP,Alvinlândia,17430-001,17439-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Americana,13465-001,13479-999,Codificado por logradouros,Total do município
SP,Americana,13465-001,13479-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Américo Brasiliense,14820-001,14824-999,Codificado por logradouros,Total do município
SP,Américo Brasiliense,14820-001,14824-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Américo de Campos,15550-000,15559-999,Codificado por logradouros,Total do município
SP,Américo de Campos,15550-001,15559-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Amparo,13900-001,13909-999,Codificado por logradouros,Total do município
SP,Amparo,13900-001,13909-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Analândia,13550-000,13559-999,Codificado por logradouros,Total do município
SP,Analândia,13550-001,13553-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Andradina,16900-001,16919-999,Codificado por logradouros,Total do município
SP,Andradina,16900-001,16914-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Andradina,16915-001,16919-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Angatuba,18240-000,18244-999,Codificado por logradouros,Total do município
SP,Angatuba,18240-001,18242-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Angatuba,18243-001,18244-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Anhembi,18620-001,18639-999,Codificado por logradouros,Total do município
SP,Anhembi,18630-001,18639-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Anhumas,19580-000,19589-999,Codificado por logradouros,Total do município
SP,Anhumas,19580-001,19583-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Aparecida,12570-001,12579-999,Codificado por logradouros,Total do município
SP,Aparecida,12570-001,12579-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Aparecida D'Oeste,15735-000,15739-999,Codificado por logradouros,Total do município
SP,Aparecida D'Oeste,15735-001,15739-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Apiaí,18320-000,18324-999,Codificado por logradouros,Total do município
SP,Apiaí,18320-001,18324-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Araçariguama,18147-000,18149-999,Codificado por logradouros,Total do município
SP,Araçariguama,18147-001,18149-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Araçatuba,16000-001,16129-999,Codificado por logradouros,Total do município
SP,Araçatuba,16000-001,16129-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Araçoiaba da Serra,18190-000,18194-999,Codificado por logradouros,Total do município
SP,Araçoiaba da Serra,18190-001,18193-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Aramina,14550-000,14569-999,Codificado por logradouros,Total do município
SP,Aramina,14550-001,14559-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Arandu,18710-001,18719-999,Codificado por logradouros,Total do município
SP,Arandu,18710-001,18719-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Arapeí,12870-000,12899-999,Em codificação por logradouros,Total do município
SP,Arapeí,12870-001,12871-999,Em codificação por logradouros,Exclusiva da sede urbana
SP,Araraquara,14800-001,14812-999,Codificado por logradouros,Total do município
SP,Araraquara,14800-001,14811-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Araraquara,14812-001,14812-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Araras,13600-001,13609-999,Codificado por logradouros,Total do município
SP,Araras,13600-001,13609-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Arco-Íris,17630-000,17649-999,Codificado por logradouros,Total do município
SP,Arco-Íris,17630-001,17639-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Arealva,17160-001,17179-999,Codificado por logradouros,Total do município
SP,Arealva,17160-001,17169-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Areias,12820-000,12829-999,Em codificação por logradouros,Total do município
SP,Areias,12820-001,12821-999,Em codificação por logradouros,Exclusiva da sede urbana
SP,Areiópolis,18670-001,18674-999,Codificado por logradouros,Total do município
SP,Areiópolis,18670-001,18674-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Ariranha,15960-000,15969-999,Codificado por logradouros,Total do município
SP,Ariranha,15960-001,15964-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Artur Nogueira,13160-001,13169-999,Codificado por logradouros,Total do município
SP,Artur Nogueira,13160-001,13169-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Arujá,07400-001,07499-999,Codificado por logradouros,Total do município
SP,Arujá,07400-001,07499-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Aspásia,15763-000,15764-999,Codificado por logradouros,Total do município
SP,Aspásia,15763-001,15764-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Assis,19800-001,19819-999,Codificado por logradouros,Total do município
SP,Assis,19800-001,19819-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Atibaia,12940-001,12954-999,Codificado por logradouros,Total do município
SP,Atibaia,12940-001,12954-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Auriflama,15350-000,15354-999,Codificado por logradouros,Total do município
SP,Auriflama,15350-001,15354-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Avaí,16680-000,16699-999,Codificado por logradouros,Total do município
SP,Avaí,16680-001,16690-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Avanhandava,16360-000,16369-999,Codificado por logradouros,Total do município
SP,Avanhandava,16360-001,16369-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Avaré,18700-001,18709-999,Codificado por logradouros,Total do município
SP,Avaré,18700-001,18709-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Bady Bassitt,15115-000,15119-999,Em codificação por logradouros,Total do município
SP,Bady Bassitt,15115-001,15118-999,Em codificação por logradouros,Exclusiva da sede urbana
SP,Balbinos,16640-001,16649-999,Codificado por logradouros,Total do município
SP,Balbinos,16640-001,16649-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Bálsamo,15140-000,15144-999,Codificado por logradouros,Total do município
SP,Bálsamo,15140-001,15143-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Bananal,12850-000,12869-999,Em codificação por logradouros,Total do município
SP,Bananal,12850-001,12853-999,Em codificação por logradouros,Exclusiva da sede urbana
SP,Barão de Antonina,18490-000,18499-999,Codificado por logradouros,Total do município
SP,Barão de Antonina,18490-001,18499-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Barbosa,16350-000,16359-999,Codificado por logradouros,Total do município
SP,Barbosa,16350-001,16353-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Bariri,17250-001,17259-999,Codificado por logradouros,Total do município
SP,Bariri,17250-001,17259-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Barra Bonita,17340-000,17349-999,Codificado por logradouros,Total do município
SP,Barra Bonita,17340-000,17349-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Barra do Chapéu,18325-000,18329-999,Codificado por logradouros,Total do município
SP,Barra do Chapéu,18325-001,18329-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Barra do Turvo,11955-000,11959-999,Não codificada por logradouros,Total do município
SP,Barretos,14780-001,14789-999,Codificado por logradouros,Total do município
SP,Barretos,14780-001,14789-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Barrinha,14860-000,14869-999,Codificado por logradouros,Total do município
SP,Barrinha,14860-001,14869-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Barueri,06400-001,06499-999,Codificado por logradouros,Total do município
SP,Barueri,06400-001,06499-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Bastos,17690-000,17699-999,Codificado por logradouros,Total do município
SP,Bastos,17690-001,17699-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Batatais,14300-001,14339-999,Codificado por logradouros,Total do município
SP,Batatais,14300-001,14319-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Bauru,17000-001,17119-999,Codificado por logradouros,Total do município
SP,Bauru,17000-001,17119-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Bebedouro,14700-001,14719-999,Codificado por logradouros,Total do município
SP,Bebedouro,14700-001,14718-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Bento de Abreu,16790-000,16799-999,Codificado por logradouros,Total do município
SP,Bento de Abreu,16790-001,16799-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Bernardino de Campos,18960-001,18969-999,Codificado por logradouros,Total do município
SP,Bernardino de Campos,18960-001,18969-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Bertioga,11250-001,11299-999,Codificado por logradouros,Total do município
SP,Bertioga,11250-001,11299-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Bilac,16210-000,16219-999,Codificado por logradouros,Total do município
SP,Bilac,16210-001,16219-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Birigui,16200-001,16209-999,Codificado por logradouros,Total do município
SP,Birigui,16200-001,16209-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Biritiba Mirim,08940-000,08969-999,Não codificada por logradouros,Total do município
SP,Boa Esperança do Sul,14930-000,14934-999,Codificado por logradouros,Total do município
SP,Boa Esperança do Sul,14930-001,14933-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Bocaina,17240-001,17249-999,Codificado por logradouros,Total do município
SP,Bocaina,17240-001,17249-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Bofete,18590-000,18599-999,Codificado por logradouros,Total do município
SP,Bofete,18590-001,18598-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Bofete,18599-001,18599-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Boituva,18550-001,18559-999,Codificado por logradouros,Total do município
SP,Boituva,18550-001,18559-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Bom Jesus dos Perdões,12955-000,12959-999,Codificado por logradouros,Total do município
SP,Bom Jesus dos Perdões,12955-001,12958-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Bom Sucesso de Itararé,18475-000,18479-999,Codificado por logradouros,Total do município
SP,Bom Sucesso de Itararé,18475-001,18479-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Borá,19740-000,19749-999,Codificado por logradouros,Total do município
SP,Borá,19740-001,19749-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Boracéia,17270-001,17279-999,Codificado por logradouros,Total do município
SP,Boracéia,17270-001,17279-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Borborema,14955-000,14959-999,Codificado por logradouros,Total do município
SP,Borborema,14955-001,14958-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Borebi,18675-000,18679-999,Codificado por logradouros,Total do município
SP,Borebi,18675-001,18679-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Botucatu,18600-001,18619-999,Codificado por logradouros,Total do município
SP,Botucatu,18600-001,18619-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Bragança Paulista,12900-001,12929-999,Codificado por logradouros,Total do município
SP,Bragança Paulista,12900-001,12929-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Braúna,16290-000,16299-999,Codificado por logradouros,Total do município
SP,Braúna,16290-001,16299-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Brejo Alegre,16265-000,16269-999,Codificado por logradouros,Total do município
SP,Brejo Alegre,16265-001,16268-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Brodowski,14340-000,14349-999,Codificado por logradouros,Total do município
SP,Brodowski,14340-001,14344-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Brotas,17380-000,17399-999,Codificado por logradouros,Total do município
SP,Brotas,17380-001,17389-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Buri,18290-000,18299-999,Codificado por logradouros,Total do município
SP,Buri,18290-001,18299-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Buritama,15290-000,15299-999,Codificado por logradouros,Total do município
SP,Buritama,15290-001,15293-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Buritizal,14570-000,14579-999,Codificado por logradouros,Total do município
SP,Buritizal,14570-001,14579-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cabrália Paulista,17480-001,17489-999,Codificado por logradouros,Total do município
SP,Cabrália Paulista,17480-001,17489-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cabreúva,13315-000,13319-999,Codificado por logradouros,Total do município
SP,Cabreúva,13315-001,13319-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Caçapava,12280-001,12299-999,Codificado por logradouros,Total do município
SP,Caçapava,12280-001,12299-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cachoeira Paulista,12630-000,12689-999,Em codificação por logradouros,Total do município
SP,Cachoeira Paulista,12630-001,12634-999,Em codificação por logradouros,Exclusiva da sede urbana
SP,Caconde,13770-000,13779-999,Codificado por logradouros,Total do município
SP,Caconde,13770-001,13779-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cafelândia,16500-001,16569-999,Codificado por logradouros,Total do município
SP,Cafelândia,16500-001,16529-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Caiabu,19530-000,19559-999,Codificado por logradouros,Total do município
SP,Caiabu,19530-001,19540-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Caieiras,07700-001,07749-999,Codificado por logradouros,Total do município
SP,Caieiras,07700-001,07749-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Caiuá,19450-000,19469-999,Codificado por logradouros,Total do município
SP,Caiuá,19450-001,19453-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cajamar,07750-001,07799-999,Codificado por logradouros,Total do município
SP,Cajamar,07750-001,07799-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cajati,11950-000,11954-999,Não codificada por logradouros,Total do município
SP,Cajobi,15410-000,15419-999,Codificado por logradouros,Total do município
SP,Cajobi,15410-001,15413-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cajuru,14240-000,14249-999,Codificado por logradouros,Total do município
SP,Cajuru,14240-001,14249-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Campina do Monte Alegre,18245-000,18249-999,Codificado por logradouros,Total do município
SP,Campina do Monte Alegre,18245-001,18248-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Campina do Monte Alegre,18249-001,18249-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Campinas,13000-001,13139-999,Codificado por logradouros,Total do município
SP,Campinas,13000-001,13139-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Campo Limpo Paulista,13230-001,13239-999,Codificado por logradouros,Total do município
SP,Campo Limpo Paulista,13230-001,13239-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Campos do Jordão,12460-000,12489-999,Codificado por logradouros,Total do município
SP,Campos do Jordão,12460-001,12479-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Campos Novos Paulista,19960-001,19969-999,Codificado por logradouros,Total do município
SP,Campos Novos Paulista,19960-001,19969-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cananéia,11990-000,11999-999,Não codificada por logradouros,Total do município
SP,Canas,12615-000,12619-999,Em codificação por logradouros,Total do município
SP,Canas,12615-001,12616-999,Em codificação por logradouros,Exclusiva da sede urbana
SP,Cândido Mota,19880-001,19899-999,Codificado por logradouros,Total do município
SP,Cândido Mota,19880-001,19889-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cândido Rodrigues,15930-000,15939-999,Codificado por logradouros,Total do município
SP,Cândido Rodrigues,15930-001,15933-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Canitar,18990-001,18999-999,Codificado por logradouros,Total do município
SP,Canitar,18990-001,18994-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Capão Bonito,18300-001,18309-999,Codificado por logradouros,Total do município
SP,Capão Bonito,18300-001,18308-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Capão Bonito,18309-001,18309-499,Codificada por logradouros,Exclusiva da sede urbana
SP,Capela do Alto,18195-000,18199-999,Codificado por logradouros,Total do município
SP,Capela do Alto,18195-001,18199-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Capivari,13360-001,13369-999,Codificado por logradouros,Total do município
SP,Capivari,13360-001,13369-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Caraguatatuba,11660-001,11679-999,Codificado por logradouros,Total do município
SP,Caraguatatuba,11660-001,11679-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Carapicuíba,06300-001,06399-999,Codificado por logradouros,Total do município
SP,Carapicuíba,06300-001,06399-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cardoso,15570-000,15579-999,Codificado por logradouros,Total do município
SP,Cardoso,15570-001,15574-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cardoso,15575-001,15579-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Casa Branca,13700-000,13709-999,Codificado por logradouros,Total do município
SP,Casa Branca,13700-001,13704-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Casa Branca,13705-001,13706-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Casa Branca,13707-001,13709-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cássia dos Coqueiros,14260-000,14269-999,Codificado por logradouros,Total do município
SP,Cássia dos Coqueiros,14260-001,14263-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Castilho,16920-000,16939-999,Codificado por logradouros,Total do município
SP,Castilho,16920-001,16929-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Catanduva,15800-001,15819-999,Codificado por logradouros,Total do município
SP,Catanduva,15800-001,15819-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Catiguá,15870-000,15879-999,Codificado por logradouros,Total do município
SP,Catiguá,15870-001,15874-899,Codificada por logradouros,Exclusiva da sede urbana
SP,Cedral,15895-000,15899-999,Codificado por logradouros,Total do município
SP,Cedral,15895-001,15899-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cerqueira César,18760-001,18769-999,Codificado por logradouros,Total do município
SP,Cerqueira César,18760-001,18769-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cerquilho,18520-001,18529-999,Codificado por logradouros,Total do município
SP,Cerquilho,18520-001,18529-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cesário Lange,18285-000,18289-999,Codificado por logradouros,Total do município
SP,Cesário Lange,18285-001,18287-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cesário Lange,18288-001,18289-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Charqueada,13515-001,13519-999,Codificado por logradouros,Total do município
SP,Charqueada,13515-001,13519-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Chavantes,18970-001,18989-999,Codificado por logradouros,Total do município
SP,Chavantes,18970-001,18989-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Clementina,16250-000,16259-999,Codificado por logradouros,Total do município
SP,Clementina,16250-001,16254-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Colina,14770-000,14774-999,Codificado por logradouros,Total do município
SP,Colina,14770-001,14773-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Colômbia,14795-000,14799-999,Em codificação por logradouros,Total do município
SP,Colômbia,14795-001,14796-999,Em codificação por logradouros,Exclusiva da sede urbana
SP,Conchal,13835-000,13839-999,Codificado por logradouros,Total do município
SP,Conchal,13835-001,13839-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Conchas,18570-000,18579-999,Codificado por logradouros,Total do município
SP,Conchas,18570-001,18574-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Conchas,18575-001,18579-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cordeirópolis,13490-000,13494-999,Codificado por logradouros,Total do município
SP,Cordeirópolis,13490-000,13494-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Coroados,16260-000,16264-999,Codificado por logradouros,Total do município
SP,Coroados,16260-001,16264-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Coronel Macedo,18745-000,18759-999,Codificado por logradouros,Total do município
SP,Coronel Macedo,18745-001,18749-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Corumbataí,13540-000,13549-999,Codificado por logradouros,Total do município
SP,Corumbataí,13540-001,13543-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cosmópolis,13150-001,13159-999,Codificado por logradouros,Total do município
SP,Cosmópolis,13150-001,13159-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cosmorama,15530-000,15539-999,Codificado por logradouros,Total do município
SP,Cosmorama,15530-001,15533-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cotia,06700-001,06729-999,Codificado por logradouros,Total do município
SP,Cotia,06700-001,06729-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cravinhos,14140-000,14149-999,Em codificação por logradouros,Total do município
SP,Cravinhos,14140-001,14143-999,Em codificação por logradouros,Exclusiva da sede urbana
SP,Cristais Paulista,14460-000,14469-999,Codificado por logradouros,Total do município
SP,Cristais Paulista,14460-001,14468-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cruzália,19860-001,19864-999,Codificado por logradouros,Total do município
SP,Cruzália,19860-001,19864-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cruzeiro,12700-001,12759-999,Codificado por logradouros,Total do município
SP,Cruzeiro,12700-001,12759-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cubatão,11500-001,11599-999,Codificado por logradouros,Total do município
SP,Cubatão,11500-001,11599-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Cunha,12530-000,12569-999,Em codificação por logradouros,Total do município
SP,Cunha,12530-001,12533-999,Em codificação por logradouros,Exclusiva da sede urbana
SP,Descalvado,13690-000,13699-999,Em codificação por logradouros,Total do município
SP,Descalvado,13690-001,13694-999,Em codificação por logradouros,Exclusiva da sede urbana
SP,Diadema,09900-001,09999-999,Codificado por logradouros,Total do município
SP,Diadema,09900-001,09999-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Dirce Reis,15715-000,15717-999,Codificado por logradouros,Total do município
SP,Dirce Reis,15715-001,15717-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Divinolândia,13780-000,13789-999,Codificado por logradouros,Total do município
SP,Divinolândia,13780-001,13783-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Dobrada,15980-000,15989-999,Codificado por logradouros,Total do município
SP,Dobrada,15980-001,15983-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Dois Córregos,17300-001,17319-999,Codificado por logradouros,Total do município
SP,Dois Córregos,17300-001,17310-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Dolcinópolis,15740-000,15744-999,Codificado por logradouros,Total do município
SP,Dolcinópolis,15740-001,15744-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Dourado,13590-000,13599-999,Codificado por logradouros,Total do município
SP,Dourado,13590-001,13599-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Dracena,17900-000,17919-999,Codificado por logradouros,Total do município
SP,Dracena,17900-001,17919-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Duartina,17470-000,17474-999,Codificado por logradouros,Total do município
SP,Duartina,17470-000,17474-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Dumont,14120-000,14139-999,Codificado por logradouros,Total do município
SP,Dumont,14120-001,14123-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Echaporã,19830-001,19839-999,Codificado por logradouros,Total do município
SP,Echaporã,19830-001,19839-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Eldorado,11960-000,11989-999,Não codificada por logradouros,Total do município
SP,Elias Fausto,13350-000,13359-999,Codificado por logradouros,Total do município
SP,Elias Fausto,13350-001,13354-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Elias Fausto,13355-001,13359-999,Codificada por logradouros,Exclusiva da sede urbana
SP,Elisiário,15823-000,15824-999,Codificado por logradouros,Total do município
